,stdev
sh600621,0.03104994786414046
sh600622,0.028737575562171817
sh600623,0.029778227680772564
sh600624,0.02966478574351437
sh600626,0.02968526054507714
sh600628,0.024544527083021055
sh600629,0.028122768436628535
sh600630,0.0300729225554946
sh600633,0.030249315588392823
sh600635,0.025581426728587636
sh600636,0.030199545141733397
sh600637,0.026590610418389653
sh600638,0.025306676798519265
sh600639,0.027562065319300822
sh600640,0.0346202589643844
sh600641,0.028965131386993886
sh600642,0.019053554591039776
sh600643,0.025755379709085254
sh600644,0.024667460614382446
sh600645,0.030799424693778228
sh600647,0.032455094990124694
sh600648,0.02744250835862223
sh600649,0.02355770282815143
sh600650,0.02782578547414541
sh600651,0.030056863771270165
sh600652,0.031209067333654028
sh600653,0.02645456770811419
sh600654,0.0277718065289988
sh600655,0.025344292751123206
sh600657,0.026637287410954367
sh600658,0.02796812086596396
sh600660,0.020937711158394816
sh600661,0.03202040089779716
sh600662,0.029059878652098452
sh600663,0.025540014858607702
sh600664,0.023529209496757658
sh600665,0.025126756511615035
sh600666,0.03206865917727592
sh600667,0.02952871637993754
sh600668,0.02702976932634012
sh600671,0.028337380216772144
sh600673,0.028059149202041302
sh600674,0.018777038903338147
sh600675,0.026405066174546164
sh600676,0.02429481049321986
sh600678,0.03497611917893709
sh600679,0.0341285548002228
sh600681,0.02494373099863092
sh600682,0.027566165585098508
sh600683,0.03080068169249959
sh600684,0.029814512544823233
sh600685,0.03246837734604502
sh600686,0.027512066433616145
sh600688,0.024174545989432646
sh600689,0.030328201925626123
sh600690,0.023442604724005923
sh600691,0.02695315439252424
sh600692,0.029097521712594693
sh600693,0.024099242082404618
sh600694,0.022710247792052215
sh600695,0.035025939267340246
sh600696,0.03295470611489979
sh600697,0.021301774608311043
sh600698,0.03193259540905872
sh600699,0.03155871828972322
sh600702,0.031826428107283825
sh600703,0.03061323253916406
sh600704,0.027618814786905345
sh600705,0.02723611798974031
sh600706,0.027961529697142423
sh600707,0.03266031107784858
sh600708,0.027264615192063676
sh600710,0.02595321451103778
sh600711,0.03426247902872342
sh600712,0.029916852577825708
sh600713,0.024415020406755895
sh600714,0.032754044618998335
sh600715,0.02985810061684128
sh600716,0.02770092318227038
sh600717,0.021673276339987755
sh600718,0.029052364750024817
sh600719,0.025623589572488684
sh600720,0.02818646504110529
sh600721,0.028888951696042078
sh600722,0.030426691078103252
sh600724,0.027466640420834007
sh600725,0.029991653113278047
sh600726,0.027399613304190006
sh600727,0.029377835107297034
sh600728,0.030700291620407605
sh600729,0.024088625571722935
sh600730,0.030665956633554523
sh600731,0.026715583591142886
sh600732,0.03159288815684956
sh600733,0.031113112218487147
sh600734,0.037339486978413224
sh600735,0.032732992182377824
sh600736,0.026967118347568323
sh600737,0.027814736535743723
sh600738,0.027773620773666356
sh600739,0.025020994290759973
sh600740,0.031828904156187623
sh600741,0.02360763347025225
sh600742,0.025545134562677783
sh600743,0.02591824912051168
sh600744,0.03113428563576236
sh600745,0.035690088028346355
sh600746,0.032562827789131374
sh600748,0.02781592235440128
sh600749,0.029518443323070426
sh600750,0.02351003186442637
sh600751,0.03899587208719378
sh600753,0.03406588251595767
sh600754,0.025518067703603358
sh600755,0.025176542774897004
sh600756,0.03280246728371304
sh600757,0.025231008309158254
sh600758,0.03100291728232659
sh600759,0.031046335808009386
sh600760,0.0336289441908177
sh600761,0.0242657561815837
sh600763,0.028265394635032855
sh600764,0.031799348253536204
sh600765,0.032414272661359704
sh600766,0.03050241475852072
sh600767,0.031010784238601458
sh600768,0.030287202414461412
sh600769,0.030823410625653785
sh600770,0.030033096260820753
sh600771,0.030486013734765772
sh600773,0.034086169649785364
sh600774,0.029565633858580357
sh600775,0.031218471781374324
sh600776,0.03200004677689391
sh600777,0.02685733336128264
sh600778,0.024355349545041455
sh600779,0.027893100625582704
sh600780,0.025222304150796526
sh600781,0.027090478424490506
sh600782,0.02909494893146829
sh600783,0.03256115656067
sh600784,0.030100488974093665
sh600785,0.025581785826780477
sh600787,0.027579918683407322
sh600789,0.03042859813827477
sh600790,0.02232046869557223
sh600791,0.029496705174898174
sh600792,0.03047137313110428
sh600793,0.026783449206170304
sh600794,0.02712886906496143
sh600795,0.019097471356397173
sh600796,0.028116947498978206
sh600797,0.030646065299332777
sh600798,0.028964359034323255
sh600800,0.032219606805666476
sh600801,0.029993423428447647
sh600802,0.02912269023432754
sh600803,0.028163158163574228
sh600804,0.031020651543320506
sh600805,0.025498122685360614
sh600807,0.03423858199259278
sh600808,0.02459397714735861
sh600809,0.02845995450515794
sh600810,0.031248782700446186
sh600811,0.022914695051247942
sh600812,0.028603817901234594
sh600814,0.026716530275317542
sh600815,0.02842036293505082
sh600816,0.030585373930278086
sh600817,0.02336805921844357
sh600818,0.03137440397373153
sh600819,0.02780779833815386
sh600820,0.02238576615624149
sh600821,0.031458304929975686
sh600822,0.03242215736454243
sh600823,0.023420421002006104
sh600824,0.024054160450750067
sh600825,0.02992640594344258
sh600826,0.02701575384636825
sh600827,0.027337613218350678
sh600828,0.024050433218752915
sh600829,0.027067286986174242
sh600830,0.03024100758535507
sh600831,0.030508754307878833
sh600833,0.029107747830521023
sh600834,0.026806831292358536
sh600835,0.025455414740838185
sh600836,0.02890166666432613
sh600837,0.023484733890371992
sh600838,0.02878615069775773
sh600839,0.025872244504746605
sh600841,0.029282049164569283
sh600843,0.029100549883587085
sh600844,0.031706257198212906
sh600845,0.029659567077931184
sh600846,0.02865366149752464
sh600847,0.02771907144332558
sh600848,0.030628095612922474
sh600850,0.030583653613224345
sh600851,0.027748015257074064
sh600853,0.026814859482578644
sh600854,0.026294916621759735
sh600855,0.03248545438581767
sh600856,0.031155031665687817
sh600857,0.02853636111232013
sh600858,0.024418729093021733
sh600859,0.026922244998590108
sh600860,0.031901686396436264
sh600861,0.027020987004533294
sh600862,0.03265378945541123
sh600863,0.023375065006162942
sh600864,0.02967708070394736
sh600865,0.027065779077436184
sh600866,0.027295036931782188
sh600867,0.024640798147813715
sh600868,0.02816041720384019
sh600869,0.027597886573729222
sh600870,0.027586738179775503
sh600871,0.026564324940552806
sh600872,0.025845773265129275
sh600873,0.02612541368056205
sh600874,0.027184695484239945
sh600875,0.026617363749047638
sh600876,0.03530421183120046
sh600877,0.031074857207666628
sh600879,0.025230579514961535
sh600880,0.030434866245402276
sh600881,0.023488441133103756
sh600882,0.02863510418126802
sh600883,0.029430624798203305
sh600884,0.03129273553623121
sh600885,0.02715493272692463
sh600886,0.01911766083877411
sh600887,0.022382735136409024
sh600888,0.028855958049815236
sh600889,0.03123163212504545
sh600890,0.033106606794106104
sh600892,0.029327907822427206
sh600893,0.029953226626432867
sh600894,0.024346209479948505
sh600895,0.028245506497367404
sh600896,0.030129073067897343
sh600897,0.020485084089792487
sh600898,0.0313529879272971
sh600900,0.012694147877748863
sh600901,0.019920874667107694
sh600903,0.03265857834026542
sh600905,0.035289112614321654
sh600906,0.03605815316054363
sh600908,0.024200572692303413
sh600909,0.025218330967775884
sh600916,0.03551469628890591
sh600917,0.029354228860712785
sh600918,0.03146750647115584
sh600919,0.016015839607419816
sh600926,0.01980974750985666
sh600927,0.041371269001771266
sh600928,0.021706428981914907
sh600929,0.02920350767358692
sh600933,0.028323763680424222
sh600935,0.037910183815509924
sh600936,0.02474525337077086
sh600938,0.06637213216134114
sh600939,0.02806861374849533
sh600941,0.02046799004570454
sh600955,0.030800172867144694
sh600956,0.04347411455792393
sh600958,0.027940645896462505
sh600959,0.027045074441751905
sh600960,0.028548534913640195
sh600961,0.029948593056723784
sh600962,0.029165599397259594
sh600963,0.028813649534610183
sh600965,0.027092119058021343
sh600966,0.025395447715971603
sh600967,0.024957237123430287
sh600968,0.021837061705504295
sh600969,0.023404744095712617
sh600970,0.028876581851394925
sh600971,0.028063813940646
sh600973,0.026625264883129444
sh600975,0.030618049671696023
sh600976,0.027954388480778733
sh600977,0.0227841727610931
sh600979,0.02524908097247647
sh600980,0.031452291717182675
sh600981,0.029108735988055807
sh600982,0.025493270508782896
sh600983,0.026895258867947063
sh600984,0.026570459028844546
sh600985,0.028150345575483366
sh600986,0.03209209462138583
sh600987,0.024254173314661304
sh600988,0.031140620145712627
sh600989,0.02839353021226093
sh600990,0.029762000727213526
sh600992,0.02845642506778666
sh600993,0.025472956178307807
sh600995,0.026312091932436187
sh600996,0.030130784336326096
sh600997,0.027234308751663418
sh600998,0.023431696380493916
sh600999,0.02464157427961068
sh601000,0.02475063189468568
sh601001,0.028606452277909835
sh601002,0.03005040177195208
sh601003,0.02663798531611583
sh601005,0.027512361718332087
sh601006,0.01617569338808992
sh601007,0.024644191527526147
sh601008,0.028440571751512666
sh601009,0.01911946994984347
sh601010,0.02417860268378796
sh601011,0.02997648831468096
sh601012,0.032891446461252645
sh601015,0.03623060961483638
sh601016,0.03108254856152112
sh601018,0.020968835356992076
sh601019,0.017209108843254797
sh601020,0.03354684507490517
sh601021,0.026332466226613643
sh601028,0.02884946838000842
sh601038,0.035006823775365896
sh601058,0.027489936025994033
sh601066,0.03381528777824403
sh601068,0.03435574398113061
sh601069,0.03280923471124462
sh601077,0.013421071541597607
sh601086,0.03009907353355006
sh601088,0.020613996314123584
sh601098,0.02209215336408865
sh601099,0.02622169781957457
sh601100,0.027879587164276208
sh601101,0.029322837364280468
sh601106,0.026601442160737714
sh601107,0.02235153567475419
sh601108,0.027841607937574377
sh601111,0.024973388190248944
sh601113,0.027940187712690523
sh601116,0.028916128477177606
sh601117,0.025437724820784893
sh601118,0.02891908218054529
sh601126,0.028958369622050072
sh601127,0.03504816179821542
sh601128,0.023869759677480486
sh601137,0.027544479119015572
sh601138,0.02431664719142456
sh601139,0.02238061165378335
sh601155,0.0297480851007638
sh601156,0.02737790785463471
sh601158,0.020151768206363593
sh601162,0.030143122991225013
sh601163,0.019016434436937225
sh601166,0.018880400848774553
sh601168,0.02696218289795607
sh601169,0.0158733446656974
sh601177,0.0252381245832212
sh601179,0.0242275442256909
sh601186,0.023497526337447897
sh601187,0.027045394571449187
sh601188,0.02260401317606859
sh601198,0.028339887125594494
sh601199,0.024629277284497226
sh601200,0.021173869010806687
sh601208,0.027555656617093038
sh601211,0.021562413986921
sh601212,0.029912151051208844
sh601216,0.03223093136590432
sh601218,0.028887893789898453
sh601222,0.03012151068638672
sh601225,0.02815434261905648
sh601226,0.026716901466416924
sh601228,0.02168986971662901
sh601229,0.012837967985367226
sh601231,0.03246539351120124
sh601233,0.030255884161172822
sh601236,0.0320424811367537
sh601238,0.02551227387875602
sh601258,0.026327220371154602
sh601279,0.042850228979600294
sh601288,0.012856041720441996
sh601298,0.020930236094637768
sh601311,0.028450969366025907
sh601318,0.019541390861386804
sh601319,0.02304643414140805
sh601326,0.022754580710679248
sh601328,0.014996211475267543
sh601330,0.033444973227765844
sh601333,0.02072164408799617
sh601336,0.025648725123514838
sh601339,0.024358085846562835
sh601360,0.03004409797811374
sh601366,0.019766821589717244
sh601368,0.02464710427765166
sh601369,0.024837719209335644
sh601375,0.027150437615977262
sh601377,0.02685686419502237
sh601388,0.031109513525553977
sh601390,0.022453609178658525
sh601398,0.012873253000439717
sh601399,0.024065240814743993
sh601456,0.035333218586146006
sh601500,0.024958775427597477
sh601512,0.019872907282514913
sh601515,0.026840774499642624
sh601518,0.022180298959762472
sh601519,0.033482808715494056
sh601528,0.030890593592502603
sh601555,0.02787219981914875
sh601566,0.024139945341157838
sh601567,0.02782825668350098
sh601568,0.018059834611229928
sh601577,0.019337194618837112
sh601579,0.02716480951605169
sh601588,0.023111799341757097
sh601595,0.0263744435540828
sh601598,0.025740207178845842
sh601599,0.030583283927924126
sh601600,0.02723675563697734
sh601601,0.021772761050873862
sh601606,0.03366595393816341
sh601607,0.021691316563640504
sh601608,0.029542389809532194
sh601609,0.028930285732396775
sh601611,0.02650560449731292
sh601615,0.03423067449074418
sh601616,0.0247571022138291
sh601618,0.023544828559084543
sh601619,0.035508004014454544
sh601628,0.022547910685512502
sh601633,0.028562335434332557
sh601636,0.030083553394539966
sh601658,0.016193562081269243
sh601665,0.031189348718682407
sh601666,0.027381080094291188
sh601668,0.020381463463468197
sh601669,0.025918995137026443
sh601677,0.027277308792434278
sh601678,0.02757526568239528
sh601686,0.02450040432989663
sh601688,0.025245368164663717
sh601689,0.03441935589838082
sh601696,0.035267903325190086
sh601698,0.034487381487202776
sh601699,0.02898103799201079
sh601700,0.031184915822784667
sh601702,0.04014663908190292
sh601717,0.027980050539688307
sh601718,0.026075019162539615
sh601727,0.024926621087999937
sh601728,0.015219805732881887
sh601766,0.022917046195856768
sh601777,0.03000450886276986
sh601778,0.03345229355055252
sh601788,0.02669603759217281
sh601789,0.02988955246028702
sh601798,0.027999305409444338
sh601799,0.02778363465186518
sh601800,0.02562082024591404
sh601801,0.026585039246698344
sh601808,0.025998006387414247
sh601811,0.026115317616046716
sh601816,0.017311328289357
sh601818,0.01682825384303504
sh601825,0.015188386122625488
sh601827,0.02068725520598806
sh601828,0.02288361288963978
sh601838,0.023681023798433357
sh601857,0.015510717346653607
sh601858,0.027722111033641392
sh601860,0.0258300225575074
sh601865,0.042945741289790014
sh601866,0.026128066576340286
sh601868,0.02988118796861526
sh601869,0.02723507535871184
sh601872,0.02661112781405327
sh601877,0.02403297948284297
sh601878,0.02952711225892918
sh601880,0.0238957894149658
sh601881,0.025811137078933562
sh601882,0.034417146737955144
sh601886,0.027311803458022733
sh601888,0.026789522466886366
sh601890,0.030429651095108996
sh601898,0.024155988911128818
sh601899,0.024004884957774166
sh601900,0.022118846062454837
sh601901,0.02709054031807541
sh601908,0.030989262864046754
sh601916,0.011933241107884933
sh601918,0.029516315037473626
sh601919,0.02894658045854116
sh601921,0.02326441218733831
sh601928,0.024423441010019805
sh601929,0.02586943455919249
sh601933,0.02335136798094333
sh601939,0.015016519166064902
sh601949,0.02780995541040877
sh601952,0.027171709395835214
sh601956,0.024838720764545574
